canonical_question_id,ai_suggested_chapter,ai_suggested_subtopic,ai_suggested_question_pattern,ai_suggested_difficulty,ai_suggested_ncert_heading,ai_suggested_micro_concept,micro_concept_confidence,micro_concept_note,llm_label,rule_label,embedding_label,bm25_label,final_confidence,review_reason,taxonomy_mismatch_reason,question_text
cq_001513_052e73594b,Marketing,product,match-the-following,hard,Product,product,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Principles of Management :: Fayol principles,Marketing :: product,Marketing :: product,0.37,confidence=0.37; agreement=3/4; taxonomy mismatch: micro_concept not allowed for chapter: https; taxonomy mismatch: micro_concept not allowed for chapter: https; taxonomy mismatch: micro_concept not allowed for chapter: https; taxonomy mismatch: micro_concept not allowed for chapter: https; taxonomy mismatch: micro_concept not allowed for chapter: https; taxonomy mismatch: micro_concept not allowed for chapter: https,,"Match the items of List - I with the correct items of List - II.

<table>
 <thead>
 <tr>
 <th>List - I (Marks)</th>
 <th>List - II (Name)</th>
 </tr>
 </thead>
 <tbody>
 <tr>
 <td>(a) <img src=""https://balti.afterboards.in/Kh6APxuTjqsQ2lw"" alt=""ISI mark logo"" width=""50""></td>
 <td>(i) Food Process Order</td>
 </tr>
 <tr>
 <td>(b) <img src=""https://balti.afterboards.in/hETsHf9U8DF8sl3"" alt=""FPO mark logo"" width=""50""></td>
 <td>(ii) Electrical Goods</td>
 </tr>
 <tr>
 <td>(c) <img src=""https://balti.afterboards.in/mHZDjxf7vAk5fIC"" alt=""Eco-Mark logo"" width=""50""></td>
 <td>(iii) Eco-Mark</td>
 </tr>
 <tr>
 <td>(d) <img src=""https://balti.afterboards.in/bigrdJRCROTuAlG"" alt=""BIS Hallmark logo"" width=""50""></td>
 <td>(iv) BIS Hallmark</td>
 </tr>
 </tbody>
</table>"
cq_001515_4a469216d6,Entrepreneurship Development,need and characteristics,feature-identification,easy,Need And Characteristics,need and characteristics,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Entrepreneurship Development :: concept and functions,Entrepreneurship Development :: need and characteristics,Entrepreneurship Development :: need and characteristics,0.37,confidence=0.37; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation; taxonomy mismatch: micro_concept not allowed for chapter: delegation,,Identify the Characteristics of entrepreneurship from the following.
cq_001518_d215ba31ed,Staffing,training and development,definition-based,easy,Training And Development,training,0.82,,skipped_or_unavailable,Staffing :: training and development,Staffing :: training and development,Staffing :: training and development,0.62,confidence=0.62; agreement=4/4,,Identify the most suitable method that may be applied to make Saksham an efficient worker.
cq_001519_9819858df8,Staffing,recruitment,definition-based,easy,Recruitment,recruitment,0.82,,skipped_or_unavailable,Nature and Significance of Management :: meaning and objectives,Staffing :: recruitment,Staffing :: recruitment,0.63,confidence=0.63; agreement=3/4,,Identify the source of recruitment through which Saksham was appointed.
cq_001520_785ae6a9bb,Nature and Significance of Management,functions of management,case-study diagnosis,medium,Functions Of Management,functions of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Directing :: meaning and importance,Nature and Significance of Management :: functions of management,Nature and Significance of Management :: functions of management,0.48,confidence=0.48; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: leadership style; taxonomy mismatch: micro_concept not allowed for chapter: leadership style; taxonomy mismatch: micro_concept not allowed for chapter: leadership style; taxonomy mismatch: micro_concept not allowed for chapter: leadership style; taxonomy mismatch: micro_concept not allowed for chapter: leadership style; taxonomy mismatch: micro_concept not allowed for chapter: leadership style,,Name the element of one of the functions of management being discussed in the above case :
cq_001523_1cc25827f9,Business Finance,financial planning,case-study diagnosis,medium,Financial Planning,financial planning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Finance :: financial planning,Business Finance :: financial planning,Business Finance :: financial planning,0.85,taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans; taxonomy mismatch: micro_concept not allowed for chapter: types of plans,,"The various objectives of financial planning concept identified in the case study are :
(a) To see for stock market reactions
(b) To ensure availability of funds whenever required
(c) To prepare financial budget
(d) To take care of purchasing raw material
(e) To see that the firm does not raise resources unnecessarily
Choose the most appropriate answer from the options given below :"
cq_001524_d2b8b2caa4,Business Finance,dividend decision,definition-based,easy,Dividend Decision,decision,0.82,,skipped_or_unavailable,Business Finance :: financing decision,Business Finance :: dividend decision,Business Finance :: dividend decision,0.63,confidence=0.63; agreement=3/4,,Identify the financial decision taken by 'Health and Life Ltd.' that involves allocation of funds.
cq_001525_f1396ba380,Business Finance,dividend decision,definition-based,easy,Dividend Decision,decision,0.82,,skipped_or_unavailable,Business Finance :: financing decision,Business Finance :: dividend decision,Business Finance :: dividend decision,0.63,confidence=0.63; agreement=3/4,,Identify the financial decision of Mr. Gulati about the requirement of finance to be raised for the company from various sources.
cq_001526_b42a0b918d,Nature and Significance of Management,levels of management,case-study diagnosis,medium,Levels Of Management,levels of management,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Marketing :: product,Nature and Significance of Management :: levels of management,Nature and Significance of Management :: levels of management,0.29,confidence=0.29; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: product mix; taxonomy mismatch: micro_concept not allowed for chapter: product mix; taxonomy mismatch: micro_concept not allowed for chapter: product mix; taxonomy mismatch: micro_concept not allowed for chapter: product mix; taxonomy mismatch: micro_concept not allowed for chapter: product mix; taxonomy mismatch: micro_concept not allowed for chapter: product mix,,"Name the various levels of packaging used by 'Health and Life Ltd.' as mentioned in the case study.
(a) Primary Package
(b) Secondary Package
(c) Tertiary Package
(d) Transportation Package
(e) Fancy Package
Choose the most appropriate answer from the options given below :"
cq_001527_bb7acb3488,Controlling,relationship with planning,definition-based,easy,Relationship With Planning,relationship with planning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Nature and Significance of Management :: functions of management,Controlling :: relationship with planning,Controlling :: relationship with planning,0.35,confidence=0.35; agreement=2/4; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers; taxonomy mismatch: micro_concept not allowed for chapter: communication barriers,,_____ is the managerial function that monitors organisational performance towards the attainment of organisational goals
cq_001529_fd2cd94973,Business Environment,dimensions,definition-based,easy,Dimensions,dimensions,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Business Environment :: dimensions,Business Environment :: dimensions,Business Environment :: dimensions,0.78,taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk; taxonomy mismatch: micro_concept not allowed for chapter: financial risk,,"Rate of saving and investment, money supply in the economy, public debt, volume of imports and export are components of _____ dimension of business environment"
cq_001533_5e5e048d7e,Organising,organisation structure,definition-based,easy,Organisation Structure,formal/informal organisation,0.82,,skipped_or_unavailable,Organising :: formal and informal organisation,Organising :: organisation structure,Organising :: organisation structure,0.58,confidence=0.58; agreement=3/4,,It is defined as the framework within which managerial and operational tasks are performed. Identify it
cq_001534_d00c0bf10e,Staffing,recruitment,definition-based,easy,Recruitment,recruitment,0.82,,skipped_or_unavailable,Staffing :: staffing process,Staffing :: recruitment,Staffing :: recruitment,0.56,confidence=0.56; agreement=3/4,,"Vasu is a hard working employee in the organisation. He has been working as a junior clerk for the last five years. As Srinath, the senior clerk retired he expected to fill the vacant position. But instead of vertically shifting Vasu, the company appointed Raman as a senior clerk through a placement agency. Vasu felt demotivated and frustrated.

Identify the limitation of external sources of recruitment discussed above."
cq_001535_8c4bbe36ba,Controlling,relationship with planning,definition-based,easy,Relationship With Planning,relationship with planning,0.45,Micro-concept uncertain; trust chapter/subtopic more.,skipped_or_unavailable,Controlling :: relationship with planning,Controlling :: relationship with planning,Controlling :: relationship with planning,0.86,taxonomy mismatch: micro_concept not allowed for chapter: looking; taxonomy mismatch: micro_concept not allowed for chapter: looking; taxonomy mismatch: micro_concept not allowed for chapter: looking; taxonomy mismatch: micro_concept not allowed for chapter: looking; taxonomy mismatch: micro_concept not allowed for chapter: looking; taxonomy mismatch: micro_concept not allowed for chapter: looking,,Controlling function of an organisation is _____
