canonical_question_id,chapter,subtopic,ncert_heading,ncert_page,ncert_paragraph,ncert_concept,concept_type,question_pattern,micro_concept,final_confidence,needs_review
cq_001194_a57b9ad0b6,Entrepreneurship Development,need and characteristics,Need And Characteristics,,,need for entrepreneurship; characteristics; initiative; confidence; creativity; perseverance,feature,definition-based,entrepreneurship,0.63,true
cq_001195_de076215e1,Principles of Management,Taylor scientific management,Taylor Scientific Management,,,taylor; scientific management; mental revolution; science not rule of thumb; harmony not discord,principle,principle-identification,scientific management,0.38,true
cq_001196_efae07d20f,Organising,organisation structure,Organisation Structure,,,organisation structure; span of management; functional structure; divisional structure,definition,example-to-concept,formal/informal organisation,0.63,true
cq_001197_73c9b50d68,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,match-the-following,working capital,0.89,false
cq_001198_2fcade7c34,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,statement true/false,consumer,0.58,true
cq_001199_101caa5d46,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,case-study diagnosis,types of plans,0.85,false
cq_001200_e2a3160c69,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,definition-based,types of plans,0.86,false
cq_001201_0665f08259,Planning,types of plans,Types Of Plans,,,objectives; strategy; policy; procedure; method; rule; programme; budget,process,statement true/false,types of plans,0.81,false
cq_001202_c1e57b69f1,Staffing,training and development,Training And Development,,,training; development; apprenticeship; internship; vestibule training; job rotation; case study,example,definition-based,training,0.90,false
cq_001203_1d6019fb9b,Consumer Protection,consumer rights,Consumer Rights,,,right to safety; right to be informed; right to choose; right to be heard; right to seek redressal; right to consumer education,definition,feature-identification,types of plans,0.35,true
cq_001204_3c0426d49a,Nature and Significance of Management,levels of management,Levels Of Management,,,top level; middle level; supervisory; operational management; levels of management,definition,definition-based,financial risk,0.30,true
cq_001205_38d769967f,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,financial risk,0.29,true
cq_001206_e33cf7223b,Business Finance,fixed capital,Fixed Capital,,,fixed capital; nature of business; scale of operations; technology upgradation; financing alternatives,feature,definition-based,fixed capital,0.85,false
cq_001207_a833cf65a6,Entrepreneurship Development,competencies and values,Competencies And Values,,,entrepreneurial competencies; values; motivation; achievement; problem solving,definition,definition-based,entrepreneur characteristics,0.53,true
cq_001208_f8c2e8f5db,Principles of Management,techniques of scientific management,Techniques Of Scientific Management,,,functional foremanship; standardisation; simplification; method study; motion study; time study; fatigue study; differential piece wage,definition,statement true/false,types of plans,0.38,true
cq_001209_7c33f5c8c1,Business Environment,meaning and features,Meaning And Features,,,business environment; specific forces; general forces; dynamic; uncertainty; complexity,feature,feature-identification,environment,0.91,false
cq_001210_01821ff353,Marketing,marketing meaning,Marketing Meaning,,,marketing; market; customer needs; exchange mechanism; marketing management,definition,definition-based,marketing,0.51,true
cq_001211_d815547331,Entrepreneurship Development,entrepreneurship in India,Entrepreneurship In India,,,startup; msme; self employment; economic development,definition,definition-based,entrepreneurship,0.46,true
cq_001212_3cb3e7ab7b,Planning,limitations,Limitations,,,limitations of planning; rigidity; dynamic environment; creativity; time consuming; false sense of security,definition,statement true/false,entrepreneur characteristics,0.75,false
cq_001213_d885431647,Business Finance,working capital,Working Capital,,,working capital; operating cycle; raw material; inventory; receivables; credit policy,definition,match-the-following,types of plans,0.61,true
cq_001214_d0fc8b9955,Marketing,marketing management philosophies,Marketing Management Philosophies,,,production concept; product concept; selling concept; marketing concept; societal marketing,definition,statement true/false,focus,0.91,false
cq_001215_1b4e79209b,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.76,false
cq_001216_e139357554,Organising,delegation,Delegation,,,delegation; authority; responsibility; accountability; absoluteness of accountability,definition,statement true/false,delegation,0.90,false
cq_001217_c75ba3533a,Nature and Significance of Management,functions of management,Functions Of Management,,,planning; organising; staffing; directing; controlling; coordination,definition,definition-based,management,0.74,true
cq_001218_5c12f9cb77,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,feature-identification,types of plans,0.32,true
cq_001219_57d396fe70,Directing,meaning and importance,Meaning And Importance,,,directing; supervision; motivation; leadership; communication; integrates efforts,definition,principle-identification,types of plans,0.38,true
cq_001220_f73763a711,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,principle-identification,unity of command,0.37,true
cq_001221_cc58916506,Organising,formal and informal organisation,Formal And Informal Organisation,,,formal organisation; informal organisation; grapevine; official relationships,definition,principle-identification,formal/informal organisation,0.37,true
cq_001222_1fcc6af369,Nature and Significance of Management,meaning and objectives,Meaning And Objectives,,,management; objectives; organisational objectives; social objectives; personal objectives,definition,principle-identification,types of plans,0.32,true
